1	12.0162	25.0979	1.4394	-20.0222	-26.9664	6.04156	21.1644	9.28774	29.2042	11.3969	
2	-14.8919	-23.907	-19.0138	16.113	-27.3592	5.14303	27.4116	-18.1019	-24.7928	-10.9251	
3	-14.8919	-23.907	-19.0138	16.113	-27.3592	5.14303	27.4116	-18.1019	-24.7928	-10.9251	
4	-1.66142	12.7936	20.3577	19.0785	-6.42095	-25.0653	12.887	12.562	-3.11591	5.15116	
5	-1.66142	12.7936	20.3577	19.0785	-6.42095	-25.0653	12.887	12.562	-3.11591	5.15116	
6	-1.66142	12.7936	20.3577	19.0785	-6.42095	-25.0653	12.887	12.562	-3.11591	5.15116	
7	-1.66142	12.7936	20.3577	19.0785	-6.42095	-25.0653	12.887	12.562	-3.11591	5.15116	
8	-1.66142	12.7936	20.3577	19.0785	-6.42095	-25.0653	12.887	12.562	-3.11591	5.15116	
9	-1.66142	12.7936	20.3577	19.0785	-6.42095	-25.0653	12.887	12.562	-3.11591	5.15116	
10	-1.66142	12.7936	20.3577	19.0785	-6.42095	-25.0653	12.887	12.562	-3.11591	5.15116	
11	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
12	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
13	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
14	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
15	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
16	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
17	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
18	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
19	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
20	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
21	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
22	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
23	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
24	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
25	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
26	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
27	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
28	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
29	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
30	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
31	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
32	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
33	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
34	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
35	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
36	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
37	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
38	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
39	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
40	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
41	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
42	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
43	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
44	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
45	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
46	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
47	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
48	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
49	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
50	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
51	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
52	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
53	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
54	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
55	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
56	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
57	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
58	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
59	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
60	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
61	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
62	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
63	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
64	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
65	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
66	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
67	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
68	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
69	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
70	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
71	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
72	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
73	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
74	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
75	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
76	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
77	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
78	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
79	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
80	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
81	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
82	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
83	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
84	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
85	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
86	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
87	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
88	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
89	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
90	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
91	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
92	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
93	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
94	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
95	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
96	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
97	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
98	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
99	-1.44918	-11.5694	-6.46594	7.81448	2.29261	-14.3927	6.26402	-1.40217	-24.0685	9.126	
