-2.8	1.2	0.0407095
-2.8	1.6	0.0400083
-2.8	2	0.0376761
-2.8	2.4	0.0335191
-2.8	2.8	0.0278392
-2.8	3.2	0.0211245
-2.8	3.6	0.0137922

-2.4	-4	0.0186755
-2.4	-3.6	0.0329306
-2.4	-3.2	0.0484773
-2.4	-2.8	0.0646942
-2.4	-2.4	0.0804613
-2.4	-2	0.094585
-2.4	-1.6	0.106342
-2.4	-1.2	0.111933
-2.4	-0.8	0.107073
-2.4	-0.4	0.0908064
-2.4	0	0.0677158
-2.4	0.4	0.0540564
-2.4	0.8	0.054635
-2.4	1.2	0.0563483
-2.4	1.6	0.0555163
-2.4	2	0.0520275
-2.4	2.4	0.0463424
-2.4	2.8	0.0390382
-2.4	3.2	0.03072
-2.4	3.6	0.0219518

-2	-4	0.0229366
-2	-3.6	0.0394469
-2	-3.2	0.0585713
-2	-2.8	0.0799813
-2	-2.4	0.102634
-2	-2	0.124751
-2	-1.6	0.143418
-2	-1.2	0.153771
-2	-0.8	0.150252
-2	-0.4	0.12973
-2	0	0.0932256
-2	0.4	0.0714199
-2	0.8	0.0778047
-2	1.2	0.0784804
-2	1.6	0.0751767
-2	2	0.0689948
-2	2.4	0.0607227
-2	2.8	0.0510201
-2	3.2	0.040511
-2	3.6	0.0299131

-1.6	-4	0.0248312
-1.6	-3.6	0.0431339
-1.6	-3.2	0.0657091
-1.6	-2.8	0.0927049
-1.6	-2.4	0.123144
-1.6	-2	0.154858
-1.6	-1.6	0.184094
-1.6	-1.2	0.204471
-1.6	-0.8	0.207363
-1.6	-0.4	0.187937
-1.6	0	0.153522
-1.6	0.4	0.126745
-1.6	0.8	0.115885
-1.6	1.2	0.107781
-1.6	1.6	0.0986462
-1.6	2	0.0880391
-1.6	2.4	0.0761603
-1.6	2.8	0.0634151
-1.6	3.2	0.050239
-1.6	3.6	0.0372897

-1.2	-4	0.0237969
-1.2	-3.6	0.0427734
-1.2	-3.2	0.067964
-1.2	-2.8	0.100331
-1.2	-2.4	0.138825
-1.2	-2	0.181135
-1.2	-1.6	0.223971
-1.2	-1.2	0.260711
-1.2	-0.8	0.276382
-1.2	-0.4	0.257536
-1.2	0	0.219388
-1.2	0.4	0.183926
-1.2	0.8	0.158548
-1.2	1.2	0.139755
-1.2	1.6	0.123457
-1.2	2	0.107598
-1.2	2.4	0.0915682
-1.2	2.8	0.0754997
-1.2	3.2	0.0597558
-1.2	3.6	0.0449462

-0.8	-4	0.0198906
-0.8	-3.6	0.0375601
-0.8	-3.2	0.0635602
-0.8	-2.8	0.10068
-0.8	-2.4	0.146565
-0.8	-2	0.198128
-0.8	-1.6	0.253798
-0.8	-1.2	0.311445
-0.8	-0.8	0.353574
-0.8	-0.4	0.322611
-0.8	0	0.271198
-0.8	0.4	0.22743
-0.8	0.8	0.193859
-0.8	1.2	0.167978
-0.8	1.6	0.146102
-0.8	2	0.12551
-0.8	2.4	0.105389
-0.8	2.8	0.0860453
-0.8	3.2	0.0678816
-0.8	3.6	0.05122

-0.4	-4	0.0145737
-0.4	-3.6	0.0282641
-0.4	-3.2	0.0512796
-0.4	-2.8	0.0935524
-0.4	-2.4	0.145109
-0.4	-2	0.201143
-0.4	-1.6	0.261268
-0.4	-1.2	0.325091
-0.4	-0.8	0.379231
-0.4	-0.4	0.345177
-0.4	0	0.293952
-0.4	0.4	0.250382
-0.4	0.8	0.215543
-0.4	1.2	0.187782
-0.4	1.6	0.163723
-0.4	2	0.139679
-0.4	2.4	0.115837
-0.4	2.8	0.0935768
-0.4	3.2	0.0732939
-0.4	3.6	0.0550297

0	-4	0.0111108
0	-3.6	0.0216947
0	-3.2	0.0370575
0	-2.8	0.0851246
0	-2.4	0.136861
0	-2	0.190331
0	-1.6	0.244425
0	-1.2	0.294313
0	-0.8	0.324166
0	-0.4	0.315918
0	0	0.285281
0	0.4	0.251574
0	0.8	0.221483
0	1.2	0.196374
0	1.6	0.17485
0	2	0.147849
0	2.4	0.120934
0	2.8	0.0967316
0	3.2	0.0750893
0	3.6	0.0558139

0.4	-4	0.0113459
0.4	-3.6	0.0244656
0.4	-3.2	0.046047
0.4	-2.8	0.0818553
0.4	-2.4	0.125201
0.4	-2	0.17035
0.4	-1.6	0.213911
0.4	-1.2	0.250692
0.4	-0.8	0.272379
0.4	-0.4	0.273325
0.4	0	0.258202
0.4	0.4	0.236081
0.4	0.8	0.213006
0.4	1.2	0.191544
0.4	1.6	0.171065
0.4	2	0.145425
0.4	2.4	0.118954
0.4	2.8	0.0946613
0.4	3.2	0.0727697
0.4	3.6	0.0532472

0.8	-4	0.0130743
0.8	-3.6	0.0278846
0.8	-3.2	0.0488598
0.8	-2.8	0.0773711
0.8	-2.4	0.110962
0.8	-2	0.145855
0.8	-1.6	0.178687
0.8	-1.2	0.205933
0.8	-0.8	0.223645
0.8	-0.4	0.229189
0.8	0	0.223616
0.8	0.4	0.210715
0.8	0.8	0.194176
0.8	1.2	0.176051
0.8	1.6	0.156306
0.8	2	0.133984
0.8	2.4	0.110409
0.8	2.8	0.0875566
0.8	3.2	0.0663904
0.8	3.6	0.0473223

1.2	-4	0.0140408
1.2	-3.6	0.0286248
1.2	-3.2	0.0471089
1.2	-2.8	0.0696326
1.2	-2.4	0.0947012
1.2	-2	0.119864
1.2	-1.6	0.142842
1.2	-1.2	0.162388
1.2	-0.8	0.177686
1.2	-0.4	0.186447
1.2	0	0.187206
1.2	0.4	0.181005
1.2	0.8	0.16985
1.2	1.2	0.155298
1.2	1.6	0.138035
1.2	2	0.118454
1.2	2.4	0.0975037
1.2	2.8	0.0764865
1.2	3.2	0.0564995
1.2	3.6	0.0383226

1.6	-4	0.0135883
1.6	-3.6	0.0269592
1.6	-3.2	0.0424957
1.6	-2.8	0.0598851
1.6	-2.4	0.0779375
1.6	-2	0.0948021
1.6	-1.6	0.10872
1.6	-1.2	0.120406
1.6	-0.8	0.134854
1.6	-0.4	0.147083
1.6	0	0.152351
1.6	0.4	0.150811
1.6	0.8	0.143781
1.6	1.2	0.132531
1.6	1.6	0.11798
1.6	2	0.100886
1.6	2.4	0.0821304
1.6	2.8	0.0627609
1.6	3.2	0.0439042
1.6	3.6	0.0267074

2	-4	0.011872
2	-3.6	0.0237237
2	-3.2	0.0364631
2	-2.8	0.0496754
2	-2.4	0.0624321
2	-2	0.0732868
2	-1.6	0.0805126
2	-1.2	0.0824661
2	-0.8	0.0992679
2	-0.4	0.113931
2	0	0.12148
2	0.4	0.122633
2	0.8	0.118394
2	1.2	0.109762
2	1.6	0.0975991
2	2	0.0826725
2	2.4	0.0657567
2	2.8	0.0477019
2	3.2	0.0295682
2	3.6	0.0129987

2.4	-4	0.00925031
2.4	-3.6	0.0196756
2.4	-3.2	0.030002
2.4	-2.8	0.0400193
2.4	-2.4	0.049227
2.4	-2	0.0568144
2.4	-1.6	0.0622732
2.4	-1.2	0.0675048
2.4	-0.8	0.0777422
2.4	-0.4	0.0888087
2.4	0	0.0957721
2.4	0.4	0.0977547
2.4	0.8	0.0950492
2.4	1.2	0.0882497
2.4	1.6	0.078001
2.4	2	0.0649324
2.4	2.4	0.0496558
2.4	2.8	0.0327735
2.4	3.2	0.0149567
2.4	3.6	-0.00220017

2.8	-4	0.00595959
2.8	-3.6	0.0153321
2.8	-3.2	0.0235231
2.8	-2.8	0.0311589
2.8	-2.4	0.0381689
2.8	-2	0.0442305
2.8	-1.6	0.0494883
2.8	-1.2	0.05512
2.8	-0.8	0.0622937
2.8	-0.4	0.0696299
2.8	0	0.0747376
2.8	0.4	0.0763751
2.8	0.8	0.0742796
2.8	1.2	0.068655
2.8	1.6	0.059896
2.8	2	0.048465
2.8	2.4	0.0348391
2.8	2.8	0.0194844
2.8	3.2	0.002859
2.8	3.6	-0.0141643

3.2	-4	0.00159624
3.2	-3.6	0.0104059
3.2	-3.2	0.0166755
3.2	-2.8	0.0227531
3.2	-2.4	0.0284569
3.2	-2	0.0336554
3.2	-1.6	0.0385164
3.2	-1.2	0.043502
3.2	-0.8	0.0488132
3.2	-0.4	0.0537586
3.2	0	0.0571419
3.2	0.4	0.0580463
3.2	0.8	0.0560661
3.2	1.2	0.0511818
3.2	1.6	0.043602
3.2	2	0.0336615
3.2	2.4	0.0217748
3.2	2.8	0.00845088
3.2	3.2	-0.00553874
3.2	3.6	-0.0185078

3.6	-4	-0.00437219
3.6	-3.6	0.00292717
3.6	-3.2	0.00902988
3.6	-2.8	0.0144322
3.6	-2.4	0.0193994
3.6	-2	0.023986
3.6	-1.6	0.0283006
3.6	-1.2	0.0324827
3.6	-0.8	0.0364782
3.6	-0.4	0.0398576
3.6	0	0.0419509
3.6	0.4	0.0421548
3.6	0.8	0.0401137
3.6	1.2	0.0357325
3.6	1.6	0.0291189
3.6	2	0.0205289
3.6	2.4	0.0103432
3.6	2.8	-0.000903307
3.6	3.2	-0.0124174
3.6	3.6	-0.0230558

