2285.146449 2246.905059 2307.476463 2350.364498 1520.795536 2404.030868 2386.249981 1584.351635 1774.017519 2367.351478 
1650.424730 1344.138043 1547.993432 1249.226688 1657.748677 1557.896415 1938.992582 1585.572885 1734.775683 1836.900729 
1492.243211 1447.808007 1257.102810 1294.437916 1379.427139 1290.817112 1270.130248 1298.991497 1269.251816 1332.456505 
1389.784995 1327.937616 1513.232760 1357.528630 1049.575553 1205.146974 1206.564054 1426.643204 1537.297825 1375.350122 
1220.571481 1307.866019 1238.413092 1074.428461 1253.474646 1295.127823 1180.631975 1081.534074 1191.689823 1057.504088 
1142.108596 1179.816261 1223.583061 1109.078795 1094.779271 1023.747750 1101.415992 1155.733559 1100.622508 1092.076968 
1100.064527 1059.784054 1172.176171 1150.517496 1053.056366 1126.901227 985.890869 1106.538265 1172.429107 1108.809267 
1021.292740 968.663939 1060.209540 1119.346153 1077.083582 1010.676690 1052.264351 1026.235961 1053.287762 1016.844351 
969.111749 1000.077156 1017.265611 949.773766 986.149330 1039.711073 1055.987150 1069.311636 1013.147994 930.489426 
938.344501 959.006200 929.188394 965.710688 1008.776501 923.150853 959.332138 927.150741 951.270052 903.046164 
954.480349 885.277960 966.178103 912.141856 868.062607 904.026912 951.753079 915.971459 914.312432 1018.473903 
879.291649 834.010704 915.071760 870.812989 917.995928 824.524500 937.802631 891.165228 887.979638 865.856181 
876.264652 820.948575 786.672251 776.922867 877.608574 803.772553 778.480091 833.913869 748.629279 827.064099 
770.751378 783.848852 843.264291 751.728597 740.716870 781.915439 830.385540 791.326577 775.408958 774.704209 
764.877243 748.348311 771.895485 749.587777 782.323250 763.531998 794.675571 759.967363 763.156358 757.623343 
758.174255 701.835858 729.113152 778.789547 748.026293 849.222580 723.473162 821.524166 753.666410 739.520307 
710.049958 744.037822 794.703079 615.040715 646.177205 724.654388 714.144669 745.366944 701.317139 764.294299 
594.485895 644.835756 641.112035 699.530764 686.963453 619.673419 778.369555 694.788687 810.174985 623.804172 
687.237490 876.720544 618.116932 616.513303 572.560700 685.224593 591.338442 545.356558 617.700094 728.028890 
654.373494 532.787630 583.313145 513.379301 543.618237 637.092156 579.765574 556.695302 684.256123 593.349776 
576.954045 507.940802 512.909392 452.748603 464.887166 515.060702 571.087036 505.424530 481.836938 583.658230 
422.392084 500.149160 409.883350 502.884222 447.100340 494.690085 445.450877 483.463362 465.198304 469.244091 
394.409282 378.021554 421.001257 394.844482 390.726325 463.253753 371.656844 449.161374 425.782748 442.508422 
403.702925 406.167990 480.709893 408.266211 413.590982 408.434299 475.651966 393.095797 412.950716 466.749010 
463.990221 486.178513 362.950999 361.720343 388.176424 429.025192 364.760316 359.089401 460.399893 389.833749 
362.470015 343.285169 342.906113 334.491148 409.658410 388.927455 491.786694 460.717705 344.283266 316.034098 
312.051902 315.569026 325.822393 359.635066 335.233709 354.244761 257.901787 296.125623 284.441062 317.549260 
277.893855 277.141171 306.954901 296.380992 277.409002 273.257080 267.152495 302.390681 292.244231 298.839580 
279.380897 274.949763 273.639207 279.421365 265.515115 253.771108 267.336294 266.466060 285.108797 362.469345 
253.979880 258.110012 264.086179 275.165717 250.168032 280.414796 268.002297 252.641469 272.771443 268.332304 
252.352505 263.468513 258.769264 253.847044 235.261362 253.901831 265.666562 241.550573 246.842596 249.288296 
252.780316 244.427383 233.946348 234.098858 245.546035 243.776036 253.150784 225.518940 254.442564 254.775145 
225.896914 224.784297 243.963384 241.912538 234.534938 230.537370 235.011621 239.006140 226.736933 225.764418 
220.577530 225.426337 225.584989 230.125812 219.843190 216.133351 214.100328 234.748704 222.961831 231.593998 
