#index		mean		stdev		median		best		worst
0		20.9675		0.261185		21.0212		20.4942		21.3184
1		20.906		0.230202		20.8898		20.4942		21.197
2		20.884		0.221052		20.8608		20.4942		21.197
3		20.8197		0.175545		20.8111		20.4942		21.0727
4		20.8088		0.161419		20.8111		20.4942		21.0727
5		20.7722		0.15353		20.7421		20.4942		21.0727
6		20.7652		0.151386		20.728		20.4942		21.0557
7		20.7652		0.151386		20.728		20.4942		21.0557
8		20.7652		0.151386		20.728		20.4942		21.0557
9		20.7652		0.151386		20.728		20.4942		21.0557
10		20.7652		0.151386		20.728		20.4942		21.0557
11		20.7652		0.151386		20.728		20.4942		21.0557
12		20.7459		0.12263		20.728		20.4942		20.9272
13		20.7459		0.12263		20.728		20.4942		20.9272
14		20.7459		0.12263		20.728		20.4942		20.9272
15		20.7252		0.106399		20.7206		20.4942		20.9272
16		20.7252		0.106399		20.7206		20.4942		20.9272
17		20.7252		0.106399		20.7206		20.4942		20.9272
18		20.6846		0.169912		20.7155		20.3074		20.9272
19		20.6846		0.169912		20.7155		20.3074		20.9272
20		20.6846		0.169912		20.7155		20.3074		20.9272
21		20.6412		0.201167		20.7025		20.3074		20.9272
22		20.5978		0.201158		20.6065		20.3074		20.9272
23		20.5978		0.201158		20.6065		20.3074		20.9272
24		20.5978		0.201158		20.6065		20.3074		20.9272
25		20.5978		0.201158		20.6065		20.3074		20.9272
26		20.5978		0.201158		20.6065		20.3074		20.9272
27		20.5978		0.201158		20.6065		20.3074		20.9272
28		20.5869		0.22057		20.6065		20.1988		20.9272
29		20.5869		0.22057		20.6065		20.1988		20.9272
30		20.5852		0.218872		20.6065		20.1988		20.9272
31		20.5852		0.218872		20.6065		20.1988		20.9272
32		20.5852		0.218872		20.6065		20.1988		20.9272
33		20.5852		0.218872		20.6065		20.1988		20.9272
34		20.5852		0.218872		20.6065		20.1988		20.9272
35		20.5607		0.188407		20.5921		20.1988		20.7865
36		20.5607		0.188407		20.5921		20.1988		20.7865
37		20.5607		0.188407		20.5921		20.1988		20.7865
38		20.5607		0.188407		20.5921		20.1988		20.7865
39		20.5607		0.188407		20.5921		20.1988		20.7865
40		20.5607		0.188407		20.5921		20.1988		20.7865
41		20.5607		0.188407		20.5921		20.1988		20.7865
42		20.5607		0.188407		20.5921		20.1988		20.7865
43		20.5607		0.188407		20.5921		20.1988		20.7865
44		20.5607		0.188407		20.5921		20.1988		20.7865
45		20.5607		0.188407		20.5921		20.1988		20.7865
46		20.5607		0.188407		20.5921		20.1988		20.7865
47		20.5607		0.188407		20.5921		20.1988		20.7865
48		20.5607		0.188407		20.5921		20.1988		20.7865
49		20.5142		0.171194		20.511		20.1988		20.702
50		20.5117		0.171698		20.511		20.1988		20.702
51		20.5117		0.171698		20.511		20.1988		20.702
52		20.4855		0.170014		20.4901		20.1988		20.702
53		20.4855		0.170014		20.4901		20.1988		20.702
54		20.4855		0.170014		20.4901		20.1988		20.702
55		20.4855		0.170014		20.4901		20.1988		20.702
56		20.4855		0.170014		20.4901		20.1988		20.702
57		20.4855		0.170014		20.4901		20.1988		20.702
58		20.4855		0.170014		20.4901		20.1988		20.702
59		20.4781		0.164363		20.4802		20.1988		20.702
60		20.4781		0.164363		20.4802		20.1988		20.702
61		20.4781		0.164363		20.4802		20.1988		20.702
62		20.4781		0.164363		20.4802		20.1988		20.702
63		20.4781		0.164363		20.4802		20.1988		20.702
64		20.4781		0.164363		20.4802		20.1988		20.702
65		20.4781		0.164363		20.4802		20.1988		20.702
66		20.4781		0.164363		20.4802		20.1988		20.702
67		20.4781		0.164363		20.4802		20.1988		20.702
68		20.4508		0.161057		20.4172		20.1988		20.702
69		20.4508		0.161057		20.4172		20.1988		20.702
70		20.4508		0.161057		20.4172		20.1988		20.702
71		20.4508		0.161057		20.4172		20.1988		20.702
72		20.4508		0.161057		20.4172		20.1988		20.702
