-8.453185e-03 1.758538e+00 3.326051e+00 1.085529e+01 9.617885e+00 -9.551835e-01 5.709903e+00 -2.605674e-01 1.324500e+01 5.395665e+00 1.079742e+01 1.115731e+01 1.340711e+01 9.999152e+00 1.088870e+01 8.378527e+00 4.559777e+00 8.745747e-01 1.099756e+01 -2.497544e+00 -3.457436e+00 1.328030e+01 9.257048e+00 5.673837e+00 1.092133e+01 5.413816e-01 1.134198e+01 1.430247e+01 1.432561e+01 -1.330927e-01 
9.066605e+00 3.649249e+00 6.583787e+00 1.275313e+01 1.768277e+01 1.151696e+01 7.032888e+00 -2.480470e+00 4.193348e-01 -7.445447e+00 4.637868e+00 6.369334e+00 -2.118471e+00 -1.682198e+00 7.392690e+00 -4.830313e+00 9.859786e+00 7.788986e+00 2.038689e-01 1.239727e+01 2.306091e+00 -4.244218e+00 2.026869e+00 3.697936e+00 1.233845e+01 4.480894e+00 1.188077e+01 1.578823e+01 -5.208067e+00 1.728810e+01 
1.842479e+00 2.249084e+00 7.416396e+00 1.439214e+01 8.583066e+00 1.394483e+01 3.723677e+00 -2.358706e+00 -8.163862e-01 2.652097e+00 5.085282e+00 1.115754e+01 1.573107e+01 1.119063e+01 9.184759e+00 9.765555e+00 -2.398954e+00 7.064273e-01 2.760557e-01 7.804991e+00 6.435459e+00 -5.221543e+00 1.145211e+01 6.303115e+00 1.190867e+01 1.307340e+00 1.664452e+01 1.146482e+01 1.340844e+01 -5.054010e-01 
-5.478980e-01 2.075781e-01 9.821697e+00 1.289419e+01 1.515595e+01 1.086887e+01 6.029772e+00 -1.100654e+00 1.298203e+01 3.760229e+00 2.917016e+00 1.109728e+01 2.116038e+00 9.125711e+00 2.305532e+00 6.662173e+00 1.220818e+00 2.230627e+00 1.303966e+01 1.128867e+01 4.286844e+00 1.267684e+01 4.227202e+00 2.321587e+00 1.028707e+01 1.435153e+00 1.255615e+01 1.319549e+01 1.433397e+01 9.935206e+00 
5.773793e+00 -4.097719e-01 7.543241e+00 1.188089e+01 1.446147e+01 9.569471e+00 8.288853e+00 1.634902e-01 1.324923e+00 2.809438e+00 6.901472e+00 8.588897e+00 7.447850e-01 2.034604e+00 1.949658e+00 1.085332e-01 2.039598e+00 1.193540e+01 -5.832932e-01 9.311446e+00 7.091874e+00 -7.939396e-01 3.488961e+00 1.332391e+00 9.478718e+00 7.031629e+00 6.945855e+00 1.113528e+01 4.528830e+00 1.223394e+01 
8.461252e+00 1.010801e+00 6.190873e+00 9.851073e+00 1.109920e+01 1.178462e+01 8.529001e+00 2.561601e+00 1.145288e+01 3.432865e+00 5.670655e+00 1.371096e+01 1.481285e+01 1.113029e+01 9.255833e+00 8.560084e+00 8.798000e-01 8.493031e+00 1.411799e+01 1.252389e+01 7.252819e+00 1.074260e+01 4.231700e+00 1.780469e+00 1.041458e+01 -2.622966e+00 6.770956e+00 1.294964e+01 6.429245e+00 -9.740005e-01 
-2.438477e+00 6.701814e-01 8.046676e+00 1.282055e+01 1.508305e+01 6.844410e+00 8.514118e+00 1.921158e-01 4.706048e+00 3.045227e+00 7.498103e+00 7.844434e+00 1.092304e+01 9.067149e+00 9.154582e+00 3.896265e+00 1.994875e+00 1.096154e+00 1.169363e+01 1.318889e+01 5.662823e-01 1.191837e+01 1.027864e+01 3.860666e+00 1.169572e+01 9.648179e+00 7.350971e+00 1.065639e+01 1.633126e+01 1.054528e+01 
3.185500e+00 -2.036829e+00 1.468963e+01 8.128585e+00 1.426948e+01 1.085972e+01 1.171255e+01 -1.055748e+00 1.477269e+00 5.651854e+00 8.476815e+00 6.874685e+00 -1.436394e+00 -5.806277e-01 7.381852e+00 3.448940e+00 8.586314e+00 1.090212e+01 -5.702603e+00 8.016527e+00 2.733059e+00 4.164094e-01 4.132713e+00 -7.653638e-01 5.596867e+00 9.683150e+00 1.014564e+00 4.736696e+00 1.053945e+01 5.657569e+00 
9.022494e+00 -5.766732e+00 9.579312e+00 1.335897e+01 1.369635e+01 1.297059e+01 5.784060e+00 3.657167e+00 3.788525e+00 5.704844e+00 8.974265e+00 7.111510e+00 1.791424e+00 -1.982667e+00 9.196592e-02 9.461347e-01 2.102306e+00 1.280965e+01 -2.071882e+00 9.267880e+00 5.019560e+00 -1.694188e+00 -2.152328e+00 3.275695e+00 1.188336e+01 4.833847e+00 1.051170e+01 1.143861e+01 3.648322e+00 8.892254e+00 
-7.725559e-01 1.419190e+00 4.007126e+00 1.303844e+01 1.109862e+01 -2.431093e+00 7.467904e+00 2.844951e+00 1.392597e+01 -1.739160e-02 1.095154e+01 1.146683e+01 1.488679e+01 1.148014e+01 8.827915e+00 8.434360e+00 8.579064e-01 3.603798e+00 1.297875e+01 -1.034183e-03 -3.689339e+00 1.205140e+01 7.867331e+00 5.228518e+00 1.206011e+01 1.552481e+00 1.231824e+01 1.054513e+01 1.402885e+01 -1.911435e-01 
