1	20.8025
2	20.7895
3	20.7895
4	20.3875
5	20.3875
6	20.3875
7	20.3875
8	20.3875
9	20.3875
10	20.3875
11	19.6298
12	19.6298
13	19.6298
14	19.6298
15	19.6298
16	19.6298
17	19.6298
18	19.6298
19	19.6298
20	19.6298
21	19.6298
22	19.6298
23	19.6298
24	19.6298
25	19.6298
26	19.6298
27	19.6298
28	19.6298
29	19.6298
30	19.6298
31	19.6298
32	19.6298
33	19.6298
34	19.6298
35	19.6298
36	19.6298
37	19.6298
38	19.6298
39	19.6298
40	19.6298
41	19.6298
42	19.6298
43	19.6298
44	19.6298
45	19.6298
46	19.6298
47	19.6298
48	19.6298
49	19.6298
50	19.6298
51	19.6298
52	19.6298
53	19.6298
54	19.6298
55	19.6298
56	19.6298
57	19.6298
58	19.6298
59	19.6298
60	19.6298
61	19.6298
62	19.6298
63	19.6298
64	19.6298
65	19.6298
66	19.6298
67	19.6298
68	19.6298
69	19.6298
70	19.6298
71	19.6298
72	19.6298
73	19.6298
74	19.6298
75	19.6298
76	19.6298
77	19.6298
78	19.6298
79	19.6298
80	19.6298
81	19.6298
82	19.6298
83	19.6298
84	19.6298
85	19.6298
86	19.6298
87	19.6298
88	19.6298
89	19.6298
90	19.6298
91	19.6298
92	19.6298
93	19.6298
94	19.6298
95	19.6298
96	19.6298
97	19.6298
98	19.6298
99	19.6298
100	19.6298
101	19.6298
102	19.6298
103	19.6298
104	19.6298
105	19.6298
106	19.6298
107	19.6298
108	19.6298
109	19.6298
110	19.6298
111	19.6298
112	19.6298
113	19.6298
114	19.6298
115	19.6298
116	19.6298
117	19.6298
118	19.6298
119	19.6298
120	19.6298
121	19.6298
122	19.6298
123	19.6298
124	19.6298
125	19.6298
126	19.6298
127	19.6298
128	19.6298
129	19.6298
130	19.6298
131	19.6298
132	19.6298
133	19.6298
134	19.6298
135	19.6298
136	19.6298
137	19.6298
138	19.6298
139	19.6298
140	19.6298
141	19.6298
142	19.6298
143	19.6298
144	19.6298
145	19.6298
146	19.6298
147	19.6298
148	19.6298
149	19.6298
150	19.6298
151	19.6298
152	19.6298
153	19.6298
154	19.6298
155	19.6298
156	19.6298
157	19.6298
158	19.6298
159	19.6298
160	19.6298
161	19.6298
162	19.6298
163	19.6298
164	19.6298
165	19.6298
166	19.6298
167	19.6298
168	19.6298
169	19.6298
170	19.6298
171	19.6298
172	19.6298
173	19.6298
174	19.6298
175	19.6298
176	19.6298
177	19.6298
178	19.6298
179	19.6298
180	19.3952
181	19.3952
182	19.3952
183	19.3952
184	19.3952
185	19.3952
186	19.3952
187	19.3952
188	19.3952
189	19.3952
190	19.3952
191	19.3952
192	19.3952
193	19.3952
194	19.3952
195	19.3952
196	19.3952
197	19.3952
198	19.3952
199	19.3952
200	19.3952
201	19.3952
202	19.3952
203	19.3952
204	19.3952
205	19.3952
206	19.3952
207	19.3952
208	19.3952
209	19.3952
210	19.3952
211	19.3952
212	19.3952
213	19.3952
214	19.3952
215	19.3952
216	19.3952
217	19.3952
218	19.3952
219	19.3952
220	19.3952
221	19.3952
222	19.3952
223	19.3952
